text1,text2,derived_pair,label
"This is unlikely to be just luck , but rather [hard] work , planning and training .","hard: Firm, solid, resistant to pressure, tangible",hardened work,0
""" If we can make this block a [cool] place to hang out , if you can come here and see your friends and get a drink or something to eat , if there are things going on this block like our bike rides , then our business will do fine , "" Josef Bray - Ali said .",cool: of or at a relatively low temperature,cooled place,0
Shelby : Having celiac disease on a daily basis is n’t that [hard] to deal with if you know what you ’re looking for in food .,"hard: Firm, solid, resistant to pressure, tangible",hardened is,0
"For my bowl I made corn and [black] bean salsa with kale , my own guacamole , onions and peppers , green salsa , tomatoes and of course I had to top it with cheese !","black: evil, bad, unsavory",blackened bean,0
"This 3 - drawer organizer gives you that , and it has a very [cool] minimalist look that does n't take up too much of your closet or room .",cool: of or at a relatively low temperature,cooled minimalist,0
"Climb silky into our dreamy bedding : [cool] Egyptian cotton percale sheets supreme silky silver sateen sheets , breathable year- round linen silver sheets , versatile jersey- knit sheets , comfy , cozy German flannel sheets brushed on both sides for softness .",cool: of or at a relatively low temperature,cooled sheets,1
"It ’s really [hard] to relinquish control for such an important day , but it really does help relieve stress if you can effectively delegate and let go of little things .","hard: Firm, solid, resistant to pressure, tangible",hardened [,0
"There , to my surprise , nestled into the gray - green sage , was a gnarl of [black] hair .","black: evil, bad, unsavory",blackened hair,0
Proper PPE : [hard] toed shoes .,"hard: Firm, solid, resistant to pressure, tangible",hardened shoes,1
Every anime fan will love this [cool] pixel art anime coloring game .,cool: of or at a relatively low temperature,cooled pixel,0
"We are making a Law that all Debts due from Government shall be liquidated to their just Value , and then to have Interest allow'd annually in [hard] Money or Paper equivalent .","hard: Firm, solid, resistant to pressure, tangible",hardened in,1
We sat on a bluff looking out to the ocean and in the distance we could see little [black] dots that were seals in the water .,"black: evil, bad, unsavory",blackened dots,0
It was really [cool] to have this group of diverse young people talking about finance in an open way .,cool: of or at a relatively low temperature,cooled was,0
"When you see this type of high quality wedding fashion up close , you understand why it is so common to rent these garments for weddings because they are just so [hard] to come by !","hard: Firm, solid, resistant to pressure, tangible",hardened hard,0
"World No 4 Koneru Humpy pulled off a great win using an unusual opening move with [black] and rounded off a very successful tournament with a share of the first place at the FIDE Women Grand Prix Chess in Kazan , Russia .","black: evil, bad, unsavory",blackened with,0
Individuals may purchase an internal [hard] drive so that they can store the projects of their businesses .,"hard: Firm, solid, resistant to pressure, tangible",hardened drive,1
"I probably would n’t have made a good Jax , but maybe Sindel ! ( laughs ) Stryker ’s [cool] because he ’s the human , and he was right in line with what I really liked , the guy who brings a gun to a fireball fight .",cool: of or at a relatively low temperature,cooled cool,0
It is very [hard] to feminize and to force male flower production on the female plant .,"hard: Firm, solid, resistant to pressure, tangible",hardened is,0
Writing is [hard] work that requires discipline and the right state of mind .,"hard: Firm, solid, resistant to pressure, tangible",hardened work,0
"That was just the [cool] part , the really cool part ?",cool: of or at a relatively low temperature,cooled part,0
"Kathy Satori is very much a party girl who thinks she knows everything and it 's that mentality that makes her a little [hard] to root for as the story progresses , but there 's a pretty pivotal moment where you instantly feel bad for her .","hard: Firm, solid, resistant to pressure, tangible",hardened little,0
what a [cool] pie iron !,cool: of or at a relatively low temperature,cooled iron,0
What a [cool] idea !,cool: of or at a relatively low temperature,cooled idea,0
The Opolis is such a [cool] music venue and Tyson was right in his element .,cool: of or at a relatively low temperature,cooled venue,0
"All the [hard] work is done , new flooring , renovated kitchen and bathroom , 3 outdoor areas , all done to perfection .","hard: Firm, solid, resistant to pressure, tangible",hardened [,0
"Personally , I like the all [black] awawy kit a little more .","black: evil, bad, unsavory",blackened kit,0
"One of OnePlus ' bold innovations was to go far beyond plastic and glass — and even beyond Google 's wood - backed phones — to offer denim , Kevlar , bamboo , silk and sandstone [black] so - called "" StyleSwap "" covers .","black: evil, bad, unsavory",blackened covers,0
It was a [hard] life with little opportunity .,"hard: Firm, solid, resistant to pressure, tangible",hardened life,0
"In Jordan , the word for a [black] person is "" slave "" .","black: evil, bad, unsavory",blackened person,0
"“ She would have said ‘ look if the Irish want to shoot each other they will shoot each other whether there ’s a [hard] border or whether there is a soft border , that is something the Irish will do if they want to ’ .","hard: Firm, solid, resistant to pressure, tangible",hardened border,1
"The files are most likely still there , and are just marked as deleted ( but wo n't actually be deleted until other data is saved to the same location on the [hard] drive ) .","hard: Firm, solid, resistant to pressure, tangible",hardened drive,1
"A bunch of stuff from a bud ’s visit from Japan ( thanks man ) that has some Strike Witches Luccini stickers , a saucy manga featuring the aforementioned witch , some chick from some gae with a big sword that looks [cool] that I like the look of , Hastune Miku music CD and DIVA F game for PS3 , a Luccini statue thingy and some other stuff that I ca n’t make out from the thumbnail I am looking at .",cool: of or at a relatively low temperature,cooled looks,0
Mrspalmreader - Leopard facts [cool] kid facts .,cool: of or at a relatively low temperature,cooled kid,0
"Climate Resolve , a local Los Angeles nonprofit organization , led the effort to pass the [cool] roof ordinance .",cool: of or at a relatively low temperature,cooled roof,1
the gun in the picture camo with the [black] stock / forend what model is it ?,"black: evil, bad, unsavory",blackened forend,0
"Move the person to a [cool] , shady place .",cool: of or at a relatively low temperature,cooled a,1
"It is part of the Plympton Community Magazine guarantee that all materials are pushed completely through each and every letterbox , both for security purposes and to help keep [cool] homes cool , and warm homes warm .",cool: of or at a relatively low temperature,cooled homes,1
"Annemarie Wildeisen has a great tip : if your Brät comes on butcher 's paper and is sticky and [hard] to get off , run the whole package quickly under warm water and it should scrape off easily .","hard: Firm, solid, resistant to pressure, tangible",hardened [,0
You are correct that high speed particles are accelerated away from the black hole in jets along the [black] hole 's rotation axis .,"black: evil, bad, unsavory",blackened hole,0
"I will say , though , that most birders I know like being surprised by really [cool] phenomena , whether or not feathers are involved .",cool: of or at a relatively low temperature,cooled phenomena,0
"It ’s [hard] to believe that in 2007 , these mega - kegs hold our City ’s water .","hard: Firm, solid, resistant to pressure, tangible",hardened [,0
"A "" cookie "" is a small file placed on your computer 's [hard] drive by the Web server .","hard: Firm, solid, resistant to pressure, tangible",hardened drive,1
Nicholas Ruston created the paintings in the style of old film ‘ end ’ cards – all [black] and white – and the writers went off and wrote what they would .,"black: evil, bad, unsavory",blackened created,0
"This new trick is so very [cool] that when he 's not doing it in his crib , he will run around the house and hide from me as he snorts .",cool: of or at a relatively low temperature,cooled run,0
"November rainfall is even less around 50 mm and itâs another great month , though it sees the first [cool] temperatures with night time lows dropping to single figures .",cool: of or at a relatively low temperature,cooled temperatures,1
"I have left a few ships damaged for a while ( Concord from RV being the main one I remember ) – as long as you can see the cannon die marking and there ’s some sail , it can almost look [cool] like the ship is just permanently damaged ( depending on the break of course ) .",cool: of or at a relatively low temperature,cooled look,0
This is [hard] from some people .,"hard: Firm, solid, resistant to pressure, tangible",hardened is,0
Leopards for kids leopards are gorgeous creatures to look at and they 're really interesting too here are some [cool] leopard facts to fill your brain with .,cool: of or at a relatively low temperature,cooled leopard,0
"The stinger hood is a great addition to this small - block car , because the cool white streak is a [cool] match for the white folding roof making this Sting Ray striking with the top up or down .",cool: of or at a relatively low temperature,cooled match,0
"Not only is the playing and singing faultless , it 's a [cool] video as well .",cool: of or at a relatively low temperature,cooled video,0
Window units are easier to install and remove during [cool] months whereas in - wall units are larger but still can be removed and the hole in the wall can be sealed during the off - season .,cool: of or at a relatively low temperature,cooled months,1
"In the early 1950 ’s after the introduction of the Lp , the most progressive American cover designs were created for jazz albums , and Mr. Goldblatt was among the pioneers in establishing the [cool] - jazz style .",cool: of or at a relatively low temperature,cooled jazz,0
He sure did love to fish and it is [hard] to say how old this minnow bucket is .,"hard: Firm, solid, resistant to pressure, tangible",hardened is,0
Are you searching on internet about Side effects of black magic for Love in naggar 	 then Our Astrologer who is world famous astrologer giving Side effects of [black] magic for Love in naggar 	 services from more then 20 years with best records of success in this field .,"black: evil, bad, unsavory",blackened magic,1
"A glossy white box subtly reminding us of some vague yet unmistakable iconography , discloses a [black] and gold book that , besides being an articulate recapitulation of the artist ’s imagery , mirrors the very same experience which spectators undergo by entering “ Scacciapensieri ” , the site - specific installation that De Bernardo has created for the Ala Est of the Museo Cantonale di Lugano .","black: evil, bad, unsavory",blackened book,0
"I had to gain some weight for the role , so the hardest part was trying to look [cool] while running and not look totally exhausted .",cool: of or at a relatively low temperature,cooled look,0
The [hard] places discipline us under His careful watch and lead us to say yes to His yes instead of shaking our heads in defiance .,"hard: Firm, solid, resistant to pressure, tangible",hardened places,0
"Its first location was a railway arch near Cambridge Heath station , where Parr served dishes inspired by the research trip to China : Xinjiang cumin lamb ribs , Sichuan - style chicken , and steamed fish with [black] beans .","black: evil, bad, unsavory",blackened beans,0
"The singer walked in through some doors , wearing a white collared shirt with suspenders , and black pants , wearing a [black] fedora hat .","black: evil, bad, unsavory",blackened hat,0
Today is going to be a hot one so i m going to try and keep [cool] the best way I can .,cool: of or at a relatively low temperature,cooled keep,1
I find that it 's very [hard] to explain without pics .,"hard: Firm, solid, resistant to pressure, tangible",hardened 's,0
[ MEDIA ] This is such a [cool] bass .,cool: of or at a relatively low temperature,cooled bass,0
"As you will certainly recognize , it is simple to spill a number of different materials on your carpet and there is likewise the deep - rooted dust and dust that could be [hard] to get out .","hard: Firm, solid, resistant to pressure, tangible",hardened be,0
"Yet 29 - year - old Boland , whose casual manner belies a sharp mind , says : "" I know this is [hard] to believe , but when we set out to change the format this year we did n't even look at Today . ""","hard: Firm, solid, resistant to pressure, tangible",hardened is,0
"Secluded , but easy access , romantic po , er and clean and elgends family vacation lake and mountain view log cabin for rent on [cool] high elevation Lake Legends casino poker .",cool: of or at a relatively low temperature,cooled elevation,1
Summer weather has begun and it ’s starting to become difficult to stay [cool] through long warm summer days .,cool: of or at a relatively low temperature,cooled stay,1
"Here we give detailed and authoritative information and procedures for finding , testing , cleaning and preventing indoor mold , toxic [black] mold , green mold , testing building indoor air quality , and other sick house / sick building investigations .","black: evil, bad, unsavory",blackened mold,0
The Clickfunnels Digital Table Rush affiliate program pays out 40 % recurring commissions for each referral you make and you can win [cool] prizes like $ 500 towards your own dream car as soon as you hit 100 active referrals .,cool: of or at a relatively low temperature,cooled prizes,0
Let ’s get to know the [cool] 3D shapes by printing out this set of cards .,cool: of or at a relatively low temperature,cooled 3D,0
We are all simply people navigating a [hard] hard life with naught in our hearts but hope .,"hard: Firm, solid, resistant to pressure, tangible",hardened life,0
The regular [black] and white Telstar Durlast ball was the most heavily advertised ball and therefore it was sold in the highest volume .,"black: evil, bad, unsavory",blackened ball,0
A [cool] breeze took care of the sweat and the cloud cover kept the sun ’s harshness at bay … ..,cool: of or at a relatively low temperature,cooled breeze,1
"Angus and his family sold up the family farm in the highlands of Scotland and journeyed to Gladstone , Wairarapa where they planted their dream on a farm with stony soils and the [cool] but predictable climate that the region offers .",cool: of or at a relatively low temperature,cooled climate,1
"It is [hard] to diagnose , and hard to explain to people .","hard: Firm, solid, resistant to pressure, tangible",hardened is,0
"Here ’s a shot that mixes [hard] light , soft light and continuous light effectively .","hard: Firm, solid, resistant to pressure, tangible",hardened mixes,0
"Next we see a glowing Victoria , in a frothy [black] dress and wearing a feminine curled hairstyle .","black: evil, bad, unsavory",blackened dress,0
"If you 're using the latter , pull it out until it 's quite thin or your book will be super poofy and [hard] to bind .","hard: Firm, solid, resistant to pressure, tangible",hardened be,0
The Hopi Indians used the purplish [black] seed hulls to create red and indigo dyes that were used in dyeing ..,"black: evil, bad, unsavory",blackened hulls,0
They think it ’s really [cool] to have an American on the team .,cool: of or at a relatively low temperature,cooled [,0
“ I was on the side of the road in the gutter stretching and I just thought about all the [hard] training I ’d done .,"hard: Firm, solid, resistant to pressure, tangible",hardened training,0
It would be [hard] to find a town on Queensland ’s Sunshine Coast that is more charming than Montville .,"hard: Firm, solid, resistant to pressure, tangible",hardened be,0
"Traditional designs crafted from walnut veneers , walnut and mahogany solids in a bleached walnut finish with custom English [black] wax cast hardware in an antique finish .","black: evil, bad, unsavory",blackened wax,0
"It was [hard] for me to see because it was n’t an individual I was angry at , it was 80 % of evangelicals that voted for him , many of whom were my friends and family .","hard: Firm, solid, resistant to pressure, tangible",hardened was,0
The mature oaks provide ample shade allowing everyone to stay [cool] in 90 degree+ heat .,cool: of or at a relatively low temperature,cooled stay,1
"On one hand , it is [hard] to sympathize with the stranger 's gaffe , what with it being fairly common knowledge that at the time of this conversation , the Cowboys and the only coach they 've ever had are in Thousand Oaks , Calif. , for training camp .","hard: Firm, solid, resistant to pressure, tangible",hardened is,0
"There are benefits to either style , but in the past decade as I have integrated car camping into my family ’s life , I have found that though the dome style tents look [cool] and usually feature a lot of innovations , they do n’t allow you to utilize the maximum amount of floor space due to their curved walls .",cool: of or at a relatively low temperature,cooled look,0
Even if you think you know sometimes it can be [hard] to find the perfect home .,"hard: Firm, solid, resistant to pressure, tangible",hardened be,0
Colleges and universities are taking a [hard] look at their campus climates to address inequities in student persistence .,"hard: Firm, solid, resistant to pressure, tangible",hardened taking,0
Our demineralization cartridges help to reduce buildup in your humidifier tank caused by [hard] water .,"hard: Firm, solid, resistant to pressure, tangible",hardened water,1
"Rose , Troy ’s wife , illustrates [black] optimism or disillusionment .","black: evil, bad, unsavory",blackened optimism,1
Standard [black] laminate finish .,"black: evil, bad, unsavory",blackened laminate,0
The X8 is incredibly versatile : it can prepare the full range of speciality coffees finished with milk and milk foam as well as [black] coffees and the classic pot of coffee .,"black: evil, bad, unsavory",blackened coffees,0
"With Ice Baths & Sauna for your recovery needs , and an apparel shop selling [cool] gear , Unit-27 is a „ one stop shop “ for all your weight loss , S&C , CrossFit , Nutrition etc in Thailand , Phuket .",cool: of or at a relatively low temperature,cooled gear,0
"So before the [cool] weather arrives , make a batch of these Lemon Raspberry Buttermilk Popsicles and celebrate the remaining days of summer in style !",cool: of or at a relatively low temperature,cooled weather,1
It ’s [hard] to escape from those voices … thanks Merril .,"hard: Firm, solid, resistant to pressure, tangible",hardened [,0
"They just want to know there ’s a bright future for their sons and daughters , with whom they share a warm group bath after a [hard] day ’s work , just like I do .","hard: Firm, solid, resistant to pressure, tangible",hardened want,0
"Hailed as Britain 's first black feature film , Pressure is a hard - hitting , honest document of the plight of disenchanted British - born [black] youths .","black: evil, bad, unsavory",blackened youths,0
""" It 's very [hard] because he no longer recognises his real mother and we are too afraid to tell the people in case he is rejected . ""","hard: Firm, solid, resistant to pressure, tangible",hardened 's,0
"Starting out as a pretentious too - [cool] - for - school type who constantly drops names of various philosophers ( while not quite getting their ideas right ) , the powers give him a new found confidence and an ironic doorway to the movie - tale life he seeks .",cool: of or at a relatively low temperature,cooled type,0
"Rachael : Walking out was so [cool] because we had all the [ support] … [the ] crowd was there , cheering us on , it was a whole different atmosphere than J.O , being able to have my team at my back .",cool: of or at a relatively low temperature,cooled was,0
"Certainly hope they start to offer Passholder and “ Tables ” discounts eventually because I agree with you : as [cool] as this is , I ’m not forgoing my 20%+ discount for convenience !",cool: of or at a relatively low temperature,cooled as,0
"The country has an unemployment rate of at least 55 percent , and jobs are increasingly [hard] to find .","hard: Firm, solid, resistant to pressure, tangible",hardened are,0
"Rich shades of grey and [black] , combined with flowing white veining give Aria Stone Gallery ’s Grigio Carnico Marble a classic appeal .","black: evil, bad, unsavory",blackened shades,0
"When he came into our lives , he joined our beautiful dog Winnie and our incredibly [cool] and feisty cat , Zippity ( both of blessed memory ) .",cool: of or at a relatively low temperature,cooled our,0
I feel like the pregnancy became my identity and I ’m having a [hard] time letting that go .,"hard: Firm, solid, resistant to pressure, tangible",hardened a,0
It is [hard] to print to the surface as it is cupped even though it is a soft flexible surface .,"hard: Firm, solid, resistant to pressure, tangible",hardened is,0
"“ It ’s really [hard] to meet these sorts of guidelines and to give your child a healthy diet all the time , ” she said .","hard: Firm, solid, resistant to pressure, tangible",hardened [,0
""" Like oh my god this phone is so totally [cool] like it says Prada and stuff , like oh my god !",cool: of or at a relatively low temperature,cooled says,0
"Many mergist Wikipedians believe in merging as a matter of principle , because merging the content is less polarizing than [hard] inclusion or hard deletion .","hard: Firm, solid, resistant to pressure, tangible",hardened inclusion,0
"He sports a leather belt that is interchangeable between [black] and a dark shade of brown , usually flipped to the latter color to add variety to his palette .","black: evil, bad, unsavory",blackened between,0
Alain Voinot is a pastel artist highly skilled in painting landscapes on [black] paper .,"black: evil, bad, unsavory",blackened paper,0
"These large dogs have an athletic , intimidating physique ; they ’re tall , strong and all [black] .","black: evil, bad, unsavory",blackened strong,0
"When they are finished grilling , it 's [hard] not to just skip everything else and just eat these on hoagie rolls !","hard: Firm, solid, resistant to pressure, tangible",hardened 's,0
"I 've started a collection of these garden flags for my daughter and her significant other , they think its so [cool] to see their names on them .",cool: of or at a relatively low temperature,cooled [,0
"Squirrels can cause damage to the home by chewing through wood , which can lead to water damage , and in turn cause [black] mold , which is very expensive to get rid of .","black: evil, bad, unsavory",blackened mold,0
"Another steep technical section , over a stream , and up a [hard] hill .","hard: Firm, solid, resistant to pressure, tangible",hardened hill,0
I was convinced the palette was both too [cool] and too muted for me .,cool: of or at a relatively low temperature,cooled cool,1
It can be quite [hard] at first but once you ’ve already determined the tools you need to promote and improve your services then you can now relax and wait for the rewards of your hard work .,"hard: Firm, solid, resistant to pressure, tangible",hardened be,0
"The venues were chilly but not freezing , and you usually got to sit on a [hard] floor for hours while waiting for your race that would be over in a matter of minutes .","hard: Firm, solid, resistant to pressure, tangible",hardened floor,1
"The exquisite coral formations including the [black] coral formations , the large variety and number of coral fish - the angel , the clown , the butterfly , the surgeon , the groupers , not to mention the abundance of the awesome , but harmless sharks , mantarays , sting rays , moray eels ( morena ) and turtles , make diving here an addictive experience , enough to make impressive any diver 's logbook with the stamp of the Diving School at Bangaram .","black: evil, bad, unsavory",blackened formations,0
Our [hard] drive recovery service is such that our knowledge of all things hard drive plus the technology at our disposal means that we are perfectly placed to help our customers – both business and domestic- retrieve their data before it is lost forever .,"hard: Firm, solid, resistant to pressure, tangible",hardened drive,1
The flowers are followed by small [black] fruit .,"black: evil, bad, unsavory",blackened fruit,0
As he had our two large hunting dogs with him ( who would n't go anywhere near the [black] beastie ) he was able to get a very good comparison of size .,"black: evil, bad, unsavory",blackened [,0
Once [cool] wrap in foil and leave in a cool dry place until required .,cool: of or at a relatively low temperature,cooled wrap,1
"I am not sure who decides what is [cool] these days but the CE has been boasting these capabilities in small mobile devices for a while , it seems to me that marketing , and primarily , hype is even more relevant than the product itself .",cool: of or at a relatively low temperature,cooled am,0
"Compare this to if Marcelle Reich wrote his own biography , he ’d wax lyrical about [hard] work , negotiation / persuasion skills ( in this case code for brown envelope skills ) etc .","hard: Firm, solid, resistant to pressure, tangible",hardened work,0
"The FinePix F770EXR will be available in [black] , red , blue , white and gold finishes The FinePix F750EXR is available in black , red and blue .","black: evil, bad, unsavory",blackened in,0
"Sam now can perform a variety of [cool] new moves , has lots of new weapons , and he can highlight multiple targets at once and take them out in quick succession .",cool: of or at a relatively low temperature,cooled moves,0
"Strachan ’s [black] and white digital self - portrait depicts her in profile from the waist up , with her gaze lifted and her hands covering her bare breasts .","black: evil, bad, unsavory",blackened Strachan,0
It makes me look so [cool] .,cool: of or at a relatively low temperature,cooled makes,0
When you ’ve made a little mistake in your drawing then use a [black] Micron pen from Sakura and correct the mistake .,"black: evil, bad, unsavory",blackened pen,0
We found a lot of really [cool] paper goods at the estate sale too .,cool: of or at a relatively low temperature,cooled goods,0
"Black cherry modified kiln schedule # 2 had a surface check odds ratio of 0.60 , which suggested that there was a reduction in odds of finding a surface check when compared to the [black] cherry control charges .","black: evil, bad, unsavory",blackened control,0
"The new colorway features a pastel pink / orange upper , while small [black] accents arrive on the tongue , heel tab , and eyestay .","black: evil, bad, unsavory",blackened arrive,0
It 's so [cool] that you got featured !,cool: of or at a relatively low temperature,cooled 's,0
"The Lian Li PC-7H are available in three ( 3 ) different variations , the PC-7HA or white version , PC-7HB or [black] version and the PC-7HX or the internal black version .","black: evil, bad, unsavory",blackened version,0
"We are well equipped and have the technical – know - how to clean anti - breeze and black notes of any currencies .AGAIN , All our chemicals are sold with manual guides that provide instructions on how to use the chemicals to perform the cleaning for those that do not need our technicians assistant to clean their [black] currencies .","black: evil, bad, unsavory",blackened currencies,1
"52 Double Upper High Top Chucks Outside view of a right [black] , red , and white double upper high top .","black: evil, bad, unsavory",blackened black,0
The infinity scarf make it the most fashionable and [cool] scarf you can find !,cool: of or at a relatively low temperature,cooled find,0
"Designed in collaboration with Whipsaw , Cinema One deliberately rejects the austere [black] box aesthetic .","black: evil, bad, unsavory",blackened box,0
Great [cool] present for my bro !,cool: of or at a relatively low temperature,cooled Great,0
"We do make them on a shallow oval shape , different to other handmade wigs , to ensure the best possible fit on multiple head types ; but our wigs are made with a [hard] cap that has little to no give , and we can not be held responsible should your wig not fit properly .","hard: Firm, solid, resistant to pressure, tangible",hardened cap,1
"Storage : Store in a [cool] , dry place , under 16 degrees Celsius .",cool: of or at a relatively low temperature,cooled place,1
The constant news about Trump and white supremacy is keeping emotions high in the [black] community .,"black: evil, bad, unsavory",blackened community,0
I enjoy you because of all your [hard] work on this web page .,"hard: Firm, solid, resistant to pressure, tangible",hardened your,0
"Complete system Ships in almond or [black] ( default ) 10 - year warranty on both tanks , 5 years on head including electronics .","black: evil, bad, unsavory",blackened Ships,0
"It 's free powerful and film reinvented for its world - renowned creativity , meet [black] women looking for online dating site de rencontres .","black: evil, bad, unsavory",blackened meet,0
"Thanks to you for the [hard] work , and to all your colleagues also .","hard: Firm, solid, resistant to pressure, tangible",hardened work,0
"It is fairly cool , particularly if you happen to hate that [black] rectangle , however its signature characteristic — the power to match your wall — was hit and miss once I examined it on the Q8 .","black: evil, bad, unsavory",blackened rectangle,0
"They can make precision strikes on targets from over 10,000 feet in the air , collect reconnaissance photos for hours on end and stream them back to base , or deliver supplies for units in [hard] to reach areas .","hard: Firm, solid, resistant to pressure, tangible",hardened in,0
"Remove from heat and let [cool] 5 minutes before stirring in cream cheese , cheddar , salt and cayenne .",cool: of or at a relatively low temperature,cooled let,1
"I come from at least four generations of brick masons dating back to 19th century Italy , and I learned the value of [hard] work and perseverance from working on construction sites with my father every summer from high school through medical school .","hard: Firm, solid, resistant to pressure, tangible",hardened work,0
"A little Italian gem on the beach , Posada Margherita is a seductive mix of casual and [cool] .",cool: of or at a relatively low temperature,cooled is,0
Want to add a touch of class to your [black] stickers ?,"black: evil, bad, unsavory",blackened stickers,0
"Now , it is almost 20 years later , and although I am not drinking to the same extent , I fear that am still drinking to fit in and be [cool] .",cool: of or at a relatively low temperature,cooled be,0
so kindly call to solve ur problem through [black] magic .,"black: evil, bad, unsavory",blackened magic,1
"This includes black , white , cream , brown , red , ‘ orange ’ , ‘ blue ’ , sable , [black] and tan , brindle , spotted and any combination of these .","black: evil, bad, unsavory",blackened blue,0
The street children have known no other life except the street ; they do not go to school and they grow up the [hard] way on the streets .,"hard: Firm, solid, resistant to pressure, tangible",hardened way,0
"In the week prior to the convention , I had been pooling a variety of sources for [cool] handouts .",cool: of or at a relatively low temperature,cooled handouts,0
It can be [hard] to keep employees engaged and make sure that the company environment is enjoyable .,"hard: Firm, solid, resistant to pressure, tangible",hardened be,0
On another note - I made some pretty boring [black] basic seperates which you can see in this blogpost too .,"black: evil, bad, unsavory",blackened seperates,0
My kids ' objection to only having one day in Six Flags was that the lines can get quite long and it 's [hard] to get on all the great roller coasters in one day if you 're there during a busy season .,"hard: Firm, solid, resistant to pressure, tangible",hardened 's,0
"On Saturday you will receive your ticket allocation for the shows , your very [cool] looking printed posters and we ’ll launch all of this year ’s recordings live on Soundcloud .",cool: of or at a relatively low temperature,cooled posters,0
