target,sentence,label
cool,"Wearing light colored , natural fabrics , such as cotton or linen , will help keep you [cool] and comfortable .",cool_2
hard,"They also are very tight in there , balled up in the fetal position , making it [hard] to see them .",hard_1
hard,In the great scheme of things you actually secure a B+ just for [hard] work .,hard_2
cool,"I will say , though , that most birders I know like being surprised by really [cool] phenomena , whether or not feathers are involved .",cool_1
cool,This study explores that clean surface will have higher thermal absorptivity and will give [cool] feeling when it will be touched by human skin .,cool_2
cool,Renters here love the laidback vibes and [cool] energy of this city center .,cool_1
hard,"“ It ’s really [hard] to meet these sorts of guidelines and to give your child a healthy diet all the time , ” she said .",hard_1
hard,"If he continues with the form he displayed in Shanghai last week , then it ’s [hard] to look past him at the O2 Arena .",hard_1
cool,"Remove from heat and let [cool] 5 minutes before stirring in cream cheese , cheddar , salt and cayenne .",cool_2
hard,I often do n't leave myself enough time between projects to enjoy being finished ... so this year I 'm trying really [hard] to give myself time between things ... rather than stacking shows right on top of one another .,hard_2
hard,"With so many animals in need in the United States , it ’s kind of [hard] for some people to believe that kittens need our help .",hard_1
hard,"As a sanity check , I asked my husband who has been married to me for 28 years - "" Would you say marriage is [hard] work ? """,hard_1
cool,"It is part of the Plympton Community Magazine guarantee that all materials are pushed completely through each and every letterbox , both for security purposes and to help keep [cool] homes cool , and warm homes warm .",cool_2
cool,And especially in those hot temperature days you will be wanting something [cool] and refreshing to drink .,cool_2
cool,Kids bedroom designs teenage furniture for small rooms ideas ikea childrens fabulous wallpaper adds color and pattern to the [cool] toddler set view in gallery design shawback twin sets .,cool_1
cool,It even features a convenient cup holder for a [cool] drink .,cool_2
hard,and other [hard] and medium hard rocks as well as in the ore and cement industry .,hard_3
hard,"- "" What makes these situations so [hard] to face ?",hard_1
hard,"Once again , written materials are [hard] to come by , especially in Africa where the art of writing started late .",hard_1
hard,It ’s [hard] to fault Tuch for smiling .,hard_1
hard,I always want to but it 's [hard] to get the motivation .,hard_1
cool,This is a [cool] section .,cool_1
hard,My kids ' objection to only having one day in Six Flags was that the lines can get quite long and it 's [hard] to get on all the great roller coasters in one day if you 're there during a busy season .,hard_1
cool,"While that ’s a [cool] little nugget of information , it ’s also incredibly actionable .",cool_1
hard,"After you pick a distro you like , consider installing it on a [hard] drive .",hard_3
hard,That ’s not a strong enough why for anyone to last very long with a [hard] change .,hard_2
hard,"People are advised to wear protective glasses , but as far as pets are concerned , vets say they ’ll be pretty [hard] to keep on your animal .",hard_1
hard,"You ’re a curious and collaborative visionary , someone excited about tackling the [hard] problems in technology .",hard_1
cool,Igloo is one of the world ’s leading cool box manufactures meaning you can keep your food [cool] on ice in confidence .,cool_2
hard,"Well , they composed about 25 [hard] rock tunes in that short period !",hard_2
hard,Some students find writing easy but have a [hard] time with science or math .,hard_1
hard,""" It 's [hard] to calculate , it 's harder to implement in the experiment . """,hard_1
cool,"I want to dress like her because I find her fashion very , very [cool] , despite the hatred she gets for it in school .",cool_1
hard,"And the first time Malaysians heard for sure that there was [hard] evidence of the couple ’s spending habits came in Sydney , after a private holiday for New Year ’s Eve .",hard_3
cool,"We are staying about 10 miles from Park City , which is super [cool] because they have a dog park .",cool_1
hard,"On one hand , it is [hard] to sympathize with the stranger 's gaffe , what with it being fairly common knowledge that at the time of this conversation , the Cowboys and the only coach they 've ever had are in Thousand Oaks , Calif. , for training camp .",hard_1
cool,"Although the game is n't Kinect compatible , there are some other [cool] features that the game has to offer , read on in our review to find out whether this game is as bad as it may sound .",cool_1
cool,Great [cool] present for my bro !,cool_1
hard,It is [hard] enough to struggle to become the sorts of person we would hope to be .,hard_1
hard,"Remember , it 's not that [hard] to get the best coverage does n't necessarily mean their loyalty will be of assistance in making a payout , should a claim cost .",hard_1
hard,Shelby : Having celiac disease on a daily basis is n’t that [hard] to deal with if you know what you ’re looking for in food .,hard_1
hard,“ The only thing I find [hard] is motivating myself to come out and do the hard work .,hard_1
cool,"Once cakes are [cool] , remove cake domes from top with a large serrated knife .",cool_2
hard,"Once outside , very [hard] to get her to come to us and to come in .",hard_1
hard,It ’s not notably [hard] to generate prosperity or then to preserve a lot of money .,hard_1
cool,I looked them over and it seems I got a couple of [cool] ones .,cool_1
hard,We can become so overwhelmed with so many details and sometimes it is [hard] to focus .,hard_1
cool,It is designed gracefully to give you a [cool] chic look that you can carry comfortably .,cool_1
hard,"( Facebook did not release [hard] numbers of “ likes ” for each team , only the counties in which they held a plurality . )",hard_3
hard,Recording is hard work in any era but it was especially [hard] in this era .,hard_1
hard,"You ’ll surely find it [hard] to find the best doctor for your disease but by knowing where to start or what expert to look for , there ’s no doubt that you ’ll surely be able to improve your chances of success in this search .",hard_1
cool,zebra bedroom ideas decorating [cool] photos decorated on wall for teenage girl beautiful white study desk animal print i.,cool_1
cool,"Now , it is almost 20 years later , and although I am not drinking to the same extent , I fear that am still drinking to fit in and be [cool] .",cool_1
cool,"A fast paced 3D car stunt driving game , where you get to perform the most amazing tricks and stunts in some really [cool] environments .",cool_1
cool,That ’s a [cool] site Opit .,cool_1
cool,He was just kinda a [cool] kid I ’d seen around the metal shows .,cool_1
hard,"If your health information is not readily producible in the form or format you request , your record will be provided in either our standard electronic format or , if you prefer , a readable [hard] copy form .",hard_3
cool,"Climb silky into our dreamy bedding : [cool] Egyptian cotton percale sheets supreme silky silver sateen sheets , breathable year- round linen silver sheets , versatile jersey- knit sheets , comfy , cozy German flannel sheets brushed on both sides for softness .",cool_2
cool,"Most succulents usually have very shallow root systems , so they can be made into very [cool] and creative arrangements around the house or for weddings , such as making a vertical garden or using a glass container to make a mini succulent terrarium .",cool_1
hard,Next you add items that are related to the incident such as the [hard] disk or floppies .,hard_3
cool,Check this [cool] KLM video which shows unboxing of their brand new Boeing 787 Dreamliner : Enjoy your discounted flights with KLM !,cool_1
hard,Different types of pen drives and [hard] drives at discounted rates .,hard_3
cool,"Stay [cool] , comfortable and completely shielded from the sun all summer long in men ’s straw Panama hats from Hats in the Belfry .",cool_2
cool,"and the 9700k is good so far , running smooth and [cool] at 5.1ghz",cool_2
hard,Now West Kirby had taken it out of me and I could n’t push as [hard] for the second class and I only ended up taking in half a bottle of water .,hard_2
hard,"He ’s very passionate about the subject , but it is often [hard] to explain why in layperson terms .",hard_1
cool,Pretty [cool] and stylish asymmetrical short haircut for natural light brown hair .,cool_1
hard,Our demineralization cartridges help to reduce buildup in your humidifier tank caused by [hard] water .,hard_3
cool,Thanks to the nice guys behind GastroGays.com for showing me this [cool] trick a while back !,cool_1
hard,The only time since then that it has been installed again was when my [hard] drive corrupted and I brought my software disks to the repair shop and they reinstalled it for me .,hard_3
cool,It could be the [cool] factor associated with being the official craft beer of the Detroit City Football Club .,cool_1
cool,"Trust me , this tastes exactly how it looks , [cool] and refreshing , a great salad to serve this summer !",cool_2
hard,"Kathy Satori is very much a party girl who thinks she knows everything and it 's that mentality that makes her a little [hard] to root for as the story progresses , but there 's a pretty pivotal moment where you instantly feel bad for her .",hard_1
cool,"It ’s a really [cool] place that as you can imagine at this time of the year in Death Valley , it really was n’t so cool temperature wise .",cool_1
cool,Then this Batman [cool] straight bong | Unique bong will be the perfect addition to your glass collection .,cool_1
cool,"I probably would n’t have made a good Jax , but maybe Sindel ! ( laughs ) Stryker ’s [cool] because he ’s the human , and he was right in line with what I really liked , the guy who brings a gun to a fireball fight .",cool_1
cool,Was it a [cool] tool with a wicked UI ?,cool_1
cool,I was really glad to see that many of the [cool] things that people register for are not absolute essentials because we just do n’t have the space for so many things !,cool_1
cool,It is designed with a flared frame and cushion leading amrests in a [cool] cobblestone grey .,cool_2
cool,"Twinkle was at her casual best in a white t - shirt , blue denims and a black jacket and completed her look with a [cool] pair of sunglasses .",cool_1
cool,Adding a sword takes seconds and you can share your [cool] sword battle scenes soon after you take a picture .,cool_1
hard,"Therefore if you use your computer ’s analog out to connect to the Transparent Series speakers , the digital music from your [hard] drive is first converted to analog by your sound card ’s DAC followed immediately by the Transparent Series speaker converting the music back to digital using its internal ADC which is right back to where you started with the digital file on your hard drive .",hard_3
cool,"Are the premises adequately climate controlled — warm enough in winter , [cool] enough in summer ?",cool_2
cool,"Hey , if I help one person , then [cool] !",cool_1
hard,"Annemarie Wildeisen has a great tip : if your Brät comes on butcher 's paper and is sticky and [hard] to get off , run the whole package quickly under warm water and it should scrape off easily .",hard_1
cool,100 [cool] ideas !,cool_1
hard,"None of this is presented as an excuse for a prisoner 's crime - the Lady 's childhood was also shockingly traumatic , and yet she has clearly taken a very different path from the men whose executions she seeks to stop - but it would be absurd to suggest that it is n't a contributing factor , and it 's [hard] to finish The Enchanted without a nagging sense of guilt that we live in a society in which a child could possibly lead such a life .",hard_1
cool,"2D Art : We want [cool] illustrations , abstract paintings , awesome comics , and interesting photography .",cool_1
cool,Ben creates environments that enable talented people to build [cool] stuff .,cool_1
cool,"The stinger hood is a great addition to this small - block car , because the cool white streak is a [cool] match for the white folding roof making this Sting Ray striking with the top up or down .",cool_1
cool,"Grab this [cool] web - tool and create a bright , awesome , responsive and mobile - friendly website .",cool_1
hard,A high degree of hard disk fragmentation can lead to decreased [hard] disk performance .,hard_3
hard,I feel like the pregnancy became my identity and I ’m having a [hard] time letting that go .,hard_1
hard,"It ’s [hard] to believe that in 2007 , these mega - kegs hold our City ’s water .",hard_1
cool,This can offer a powerful and [cool] try to find the new Azera .,cool_1
cool,Place in a [cool] place to ' relax ' .,cool_2
cool,Many of the visitors were from local assisted living facilities and people with disabilities for whom this was a welcome tropical get - away on a [cool] spring day .,cool_2
hard,It has been well - documented that Ubuntu ’s readahead system during boot significantly cuts down on boot time by reducing [hard] disk seeking via precaching commonly - used files during bootup .,hard_3
cool,Enjoy a refreshing dip in the [cool] water of Premier Lake .,cool_2
hard,With many families having two working parents it 's [hard] to know what to do with the kids .,hard_1
hard,It 's [hard] to know what to say about that .,hard_1
hard,Toys R Us and other retailers that have filed for bankruptcy or gone out of business have said that Amazon 's low prices were [hard] to compete with .,hard_1
hard,"Chilembwe preached an orthodox Baptist faith along with a morality that opposed alcohol and emphasized the values of [hard] work , personal hygiene , and self - help .",hard_2
cool,This leather jacket will be perfect for formal evenings in [cool] weather- 40 degrees or so .,cool_2
cool,Any type of [cool] devices to create computer animated GIFs ?,cool_1
cool,"The announcement came with this teaser , depicting the surviving members of the Stark family gathering in the Crypts of Winterfell to look [cool] and pose with swords .",cool_1
cool,"That was just the [cool] part , the really cool part ?",cool_1
hard,You need to be reminded that there are [hard] disk drives as well as the solid - state drives .,hard_3
hard,This is particularly [hard] when the birthmother 's extended family is against the idea of adoption .,hard_1
cool,Vibrating Fluid Bed Dryers – [cool] and dry a wide range of material types at a variety of feed rates .,cool_2
hard,It ’s [hard] to know how to comfort someone when they ’ve lost a loved one and this can be the case whether the person is a close friend or family member or just an acquaintance .,hard_1
cool,Once [cool] wrap in foil and leave in a cool dry place until required .,cool_2
hard,"You can pick one or the other , or you can print out the easy version and use it to help you over the humps as you work the [hard] version on - line .",hard_1
cool,"The Haiku Buckaroo ) will receive a Magnetic Poetry Haiku Kit , a Haiku Buckaroo Mug and a super - [cool] button for their blog ( in their choice of white or black ) .",cool_1
cool,There are lots of [cool] photos in all 3 sections .,cool_1
cool,Leopards for kids leopards are gorgeous creatures to look at and they 're really interesting too here are some [cool] leopard facts to fill your brain with .,cool_1
hard,"Also , please note , that I 'm leaving out the really weird , [hard] to explain , over the top dramatic happenings .",hard_1
hard,"Before buying a hard drive , you need to be sure of the type of [hard] drive that you want to purchase .",hard_3
cool,"Everyone driving on the freeway had their necks craned to watch the action ( including me ) , which was definitely not safe with everyone going 70 miles an hour , but it was damn [cool] to see !",cool_1
hard,Colleges and universities are taking a [hard] look at their campus climates to address inequities in student persistence .,hard_2
hard,"Yes , this Seagate ST3160813AS [hard] drive can qualify for the $ 60 hard drive Repair Service .",hard_3
hard,"Published with a glossy [hard] cover in a convenient size for reference it has detailed information on the 2012 Formula One World Championship : teams , drivers , cars , engines , team principals , mechanics , engineers , key people , sponsors , suppliers , marketing , PR and press officers , photographers , journalists , tracks , F1 officials and much more hard to find information .",hard_3
cool,"And like family they 've given us the heads up on [cool] shows to check out , and even sent us fun surprises in the mail .",cool_1
hard,Our [hard] drive recovery service is such that our knowledge of all things hard drive plus the technology at our disposal means that we are perfectly placed to help our customers – both business and domestic- retrieve their data before it is lost forever .,hard_3
hard,Does the external [hard] drive have the same option to retrieve deleted files as a regular computer hard drive ?,hard_3
hard,"If you ’re having an issue with the [hard] water in your shower , you should definitely check out this filter from AquaBliss .",hard_3
hard,"I 'm going to try to prioritize it soon , but I have such a [hard] time sitting down and playing a game when there are ARCs to be read .",hard_1
hard,He is meant to have helped Jimmy 's family long ago but it 's still [hard] to sympathise with him and the film is less involving because of that .,hard_1
cool,The [cool] thing about our imaginations is that we can just as easily use them to imagine the best possibilities for high school .,cool_1
hard,"I did n’t get to where I am as a wonderful artist , but as a person who is [hard] on himself and tries to achieve higher goals .",hard_2
cool,"On those days , or the hot summer days where you 're only having a light meal with a [cool] glass of wine , an antipasti platter is always a great option .",cool_2
cool,The original fragrance symbolizes timeless elegance and classicism ; Legend Intense from 2013 is its night version ; and the new edition is announced as the ultimate timeless and [cool] scent .,cool_1
hard,"Yet 29 - year - old Boland , whose casual manner belies a sharp mind , says : "" I know this is [hard] to believe , but when we set out to change the format this year we did n't even look at Today . """,hard_1
cool,"It is [cool] that you ’re seeking a job to get a income , however , also you will require some difficulties with restart .",cool_1
hard,The water coaxes out an extra few sweet notes – butterscotch [hard] candies and birch beer .,hard_3
cool,"Regardless of the supposed origins of the marque , the products looked [cool] and were getting favourable reviews online so we took the plunge and ordered some samples to evaluate .",cool_1
cool,The cabin was 4000 feet above sea level and got quite [cool] at night .,cool_2
hard,""" You have a most extraordinary ability to influence her , ma'am , for which I find it [hard] to forgive you ! """,hard_1
cool,"There are benefits to either style , but in the past decade as I have integrated car camping into my family ’s life , I have found that though the dome style tents look [cool] and usually feature a lot of innovations , they do n’t allow you to utilize the maximum amount of floor space due to their curved walls .",cool_1
hard,"Bassist Jack Gordon and drummer Gus Alvarado , veterans of a handful of Houston [hard] rock bands , bring a focused intensity that provides a strong backbone for the songs .",hard_2
hard,"With the Electronic Brushroll On / Off , move from carpet to [hard] floors with a touch of a button .",hard_3
cool,The concept is really [cool] - a friend of ours got into the booth and inspiration led him to answering a few questions we asked him .,cool_1
hard,The hose attaches to the rear blower port allowing you to blow the dirt out of [hard] to reach places .,hard_1
hard,If you do intend to bring fragile or expensive hair straighteners in your hand held luggage then it is recommended to bring [hard] carry on luggage as this offers the most protection against knocks and bumps during transit .,hard_3
hard,The basic idea of describing [hard] problems goes back to Kurt Gödel and is captured today in a problem class named NP .,hard_1
cool,Let ’s get to know the [cool] 3D shapes by printing out this set of cards .,cool_1
hard,An obstacle rarely ever seems [hard] when I have my best friend ’s support to carry me through .,hard_1
hard,"A spokesman said : "" Some of the homeless people we have worked with have been homeless for a number of years and find it hard to be then left alone within four walls and find it [hard] to budget their money which can sometimes lead to them being back on the streets again through loneliness or not being able to pay the bills .",hard_1
cool,"I guess I would classify the book as pop linguistics- a very [cool] and enticing premise , even if it may be taken a little far .",cool_1
hard,It can be quite [hard] at first but once you ’ve already determined the tools you need to promote and improve your services then you can now relax and wait for the rewards of your hard work .,hard_1
hard,"If your [hard] drive is making abnormal clicking noises but still works , back up your data immediately and replace the hard drive .",hard_3
cool,It 's very [cool] because you do n't need to spend money to get a different things in the game .,cool_1
cool,"Seal and store in a dark , [cool] place for at least a month before using .",cool_2
cool,"Nail Stickers / Wraps : On the off chance that you do n’t have room schedule - wise to make [cool] nail craftsmanship , get a premade plan and press it onto your fingertips for seeing one ’s nails .",cool_1
hard,"Of course , each couple is different , and there are no [hard] and fast rules to proposing .",hard_3
hard,It is [hard] to print to the surface as it is cupped even though it is a soft flexible surface .,hard_1
hard,I ’m sorry to hear that your having a [hard] time with the stitch .,hard_1
cool,"The magnetic field inhibits convection , or the distribution of heat , resulting in a [cool] sunspot ( Tayler 29 ) .",cool_2
hard,Mixing art classes with [hard] sciences and foreign languages can give you a well - rounded intellect people appreciate and admire .,hard_3
cool,"The days have been hot , but along about sunset , a [cool] breeze springs up and stirs around in the tops of shade trees and sweetens the air with a breath from the old wild rose at the edge of the yard .",cool_2
hard,"What s the weirdest you can get , is they ve just announced on the BBC news that HFCS has the effects of Cocaine , Vitamin C has been shown , in the test tube , to give XDR tuberculosis a [hard] time .",hard_1
hard,"It 's [hard] to imagine that the band featured on "" Too True , "" a demo from 1977 , would be able to do this just two years later .",hard_1
cool,A [cool] breeze took care of the sweat and the cloud cover kept the sun ’s harshness at bay … ..,cool_2
cool,"To Moscow , for example , relatively cool in Moscow early July , high temperatures at noon , 28 degrees -30 degrees , [cool] morning and evening , is recommended to bring long - sleeved clothing , long pants , and bring a jacket , it is quite cool after the rain .",cool_2
hard,I almost always skipped this step because I always thought using a cleanser gave my skin a really [hard] time .,hard_1
hard,It ’s [hard] work getting rudeness out of your life .,hard_1
cool,Wash gently in [cool] water with mild soap .,cool_2
hard,You do n't have to break the skin .. just [hard] enough to get your point across being - biting hurts- they will get the message .,hard_2
cool,Start with drinking a [cool] glass of water as soon as u wake up that is in the early morning .,cool_2
cool,Join the most social community game and chat with real people from all around the world in the [cool] Global Chat Board !,cool_1
cool,It 's so [cool] that you got featured !,cool_1
hard,"This is unlikely to be just luck , but rather [hard] work , planning and training .",hard_2
hard,"This film is very much geared towards the U.S. falling on [hard] times , but I think the real question for us is what happens when China falls on hard times , and I think that 's likely to happen fairly soon .",hard_1
cool,"GTA IV : San Andreas is a [cool] mod for GTA IV which allows you to play enjoy the mystic city of San Andreas , the fantastic city that gave us hours , hours of gangs fun .",cool_1
cool,"Boy , I ’d love it if my mom could carry me around in such a [cool] tote … too bad",cool_1
hard,He sure did love to fish and it is [hard] to say how old this minnow bucket is .,hard_1
cool,"Arthur Bovino , the lead writer for “ Always Hungry “ , a New York City restaurant review , has aptly described The Breslin Restaurant at The Ace Hotel as a ‘ [cool] , cleaned up version of the Edmont Hotel in ‘ The Catcher in the Rye ’ .",cool_1
hard,"The country has an unemployment rate of at least 55 percent , and jobs are increasingly [hard] to find .",hard_1
cool,The really neat thing about the truss system is the [cool] special truss hanger that is used to nail all eight trusses together .,cool_1
cool,"Climate Resolve , a local Los Angeles nonprofit organization , led the effort to pass the [cool] roof ordinance .",cool_2
cool,"Adrenalynn : That was so [cool] that you graduated to J5 really uncanny though , he must have read your mind , he he .",cool_1
hard,It 's [hard] to raise money if it is n't there ... God is faithful and He will make up the difference !,hard_1
hard,It was very [hard] as I yelled to him to stay put until I got over to him .,hard_1
cool,"Their communication primarily comes from body language : they 'll turn their head or body away to indicate they 're not so [cool] with this invasion , or they may even try to move away .",cool_1
hard,It is [hard] to believe that we are at the end of term 1 .,hard_1
cool,I tried to act [cool] like I was expecting that .,cool_1
hard,It is too [hard] to keep your fat - content low when you eat in restaurants more than once or twice a week .,hard_1
hard,It was made of that [hard] material back then .,hard_3
hard,"Book Title : Brannigan 's Building Construction For The Fire Service , 5th ed . - the VitalSource e - book is provided inside the classroom ; [hard] copy not available from the APUS Bookstore , please try other sources .",hard_3
cool,"Plus , that whole [cool] factor and I got to go in places that no one else could , giving me a fantastic vantage point of the race course .",cool_1
hard,We have done the [hard] part and narrowed it down to these 5 desserts that are perfect to bring along to your next social gathering .,hard_1
cool,"An awesome way you can earn a living and learn about the travel industry , while gaining an NVQ and certificate in travel services ( including a shed load of [cool] perks to boot ) .",cool_1
hard,"Soils in which the carbonate is evident only as a slight to moderate effervescence ( 1 M HCl ) , and/or contain less than 2 % soft finely divided carbonate , and have less than 20 % [hard] carbonate nodules or concretions .",hard_3
hard,My Sis and I prepared it today after a long [hard] day of work and I decided to share the recipe with you so you can try it out and let me know what you think of it .,hard_1
cool,"You can find [cool] , contemporary spaces , stylish interiors , and beautiful gardens at this Maldives honeymoon all inclusive resort .",cool_1
cool,Taking a [cool] bath can make it shave less .,cool_2
cool,"The [cool] part about events is that as multiple people take pictures , and as long as they ’re members of the event , every photo they take will be shared to the Event stream .",cool_1
hard,Often there is a lot of [hard] work hot sweaty travel that precedes that moment .,hard_1
hard,Sony have made it incredibly easy for you to replace and upgrade the internal [hard] drive .,hard_3
hard,Individuals may purchase an internal [hard] drive so that they can store the projects of their businesses .,hard_3
hard,"If you 're using the latter , pull it out until it 's quite thin or your book will be super poofy and [hard] to bind .",hard_1
cool,"They were stored in my home for most of the time , in a card board box in a [cool] temperature room .",cool_2
cool,It 's so [cool] to see how such old software can still run under Windows 10 .,cool_1
cool,"Well , every event that she hosts is super [cool] and I have to mention that she ’s pretty darn cool herself .",cool_1
hard,I ’ve already heard from our FB page that they would have made sure to have included something Ravenloft — and it ’s [hard] to disagree .,hard_1
hard,"Moreover , if you are not satisfied with all the [hard] work you have put in , you can easily detach the chair from the boat by unscrewing the pedestal .",hard_2
cool,The [cool] down end part of a class will recondition and pacify the nervous and cardiovascular systems .,cool_2
hard,"1HQ ask and answer the [hard] questions that determine how brands should be positioned , how they should innovate and how they are best represented though design and communication .",hard_1
cool,"What I think you should do , is check out some [cool] hairstyles that you think you want for yourself , and then when you 're older , you can use that .",cool_1
cool,Here day by day its getting hot & humid and definitely need of some healthy thirst quencher to stay [cool] & fresh .,cool_2
hard,"The dense buds are not too [hard] , under lights they mature in 62 - 68 days and at an early stage give off that special flavour .",hard_3
